task_priority,task_duration,deadline_hours,slot_start_hour,slot_duration,preferred_start_hour,day_of_week,is_weekend,repeated_task,reminder_exists,category,duration_fit,user_available,before_deadline,valid_slot,preferred_time_match,priority_score,deadline_pressure,duration_efficiency,suitability_score
3,30,82,8,120,15,3,1,1,0,5,1,1,1,1,0.17377394345044514,0.6,0.5119047619047619,0.25,0.4404293929304995
4,60,123,6,60,9,1,1,1,0,4,1,1,1,1,0.4723665527410147,0.8,0.2678571428571429,1.0,0.5724914685221028
5,60,90,7,180,21,2,0,0,0,1,1,1,1,1,0.0820849986238988,1.0,0.4642857142857143,0.3333333333333333,0.5091436007995366
2,120,69,6,150,14,1,1,0,0,4,1,1,1,1,0.1353352832366127,0.4,0.5892857142857143,0.8,0.356760150609183
3,45,103,9,180,20,0,0,0,1,5,1,1,1,1,0.06392786120670757,0.6,0.38690476190476186,0.25,0.43197127168512317
5,60,88,7,120,9,1,0,1,0,3,1,1,1,1,0.6065306597126334,1.0,0.47619047619047616,0.5,0.6828571058882679
4,150,162,10,150,13,6,1,0,1,4,1,1,1,1,0.4723665527410147,0.8,0.0357142857142857,1.0,0.5218902118566291
2,30,97,7,150,11,1,0,0,1,2,1,1,1,1,0.36787944117144233,0.4,0.42261904761904767,0.2,0.37925823595210606
4,30,122,9,30,9,1,0,1,1,3,1,1,1,1,1.0,0.8,0.27380952380952384,1.0,0.6905808103914157
2,30,102,8,30,6,4,0,0,0,0,1,1,1,1,0.6065306597126334,0.4,0.3928571428571429,1.0,0.467304709867299
1,60,123,10,150,21,2,0,0,0,3,1,1,1,1,0.06392786120670757,0.2,0.2678571428571429,0.4,0.19417537872799287
5,45,162,12,150,20,6,0,0,1,3,1,1,1,1,0.1353352832366127,1.0,0.0357142857142857,0.3,0.44205818586705625
3,45,63,7,180,17,1,0,0,1,1,1,1,1,1,0.0820849986238988,0.6,0.625,0.25,0.44386993557383153
5,60,157,9,60,19,4,1,0,0,1,1,1,1,1,0.0820849986238988,1.0,0.06547619047619047,1.0,0.4386686002299997
4,45,166,8,90,10,3,0,1,1,5,1,1,1,1,0.6065306597126334,0.8,0.011904761904761862,0.5,0.5110495001552383
1,45,142,7,180,7,2,1,0,0,0,1,1,1,1,1.0,0.2,0.15476190476190477,0.25,0.4089557281773459
5,45,76,8,120,16,1,1,0,0,0,1,1,1,1,0.1353352832366127,1.0,0.5476190476190477,0.375,0.6043064397626201
4,180,142,8,180,19,0,1,1,1,5,1,1,1,1,0.06392786120670757,0.8,0.15476190476190477,1.0,0.3888738885537663
4,60,67,7,120,8,3,1,0,0,1,1,1,1,1,0.7788007830714049,0.8,0.6011904761904762,0.5,0.6262493539013481
5,90,111,9,90,6,5,1,1,0,5,1,1,1,1,0.4723665527410147,1.0,0.3392857142857143,1.0,0.699056697143341
5,30,74,6,120,8,5,1,0,0,5,1,1,1,1,0.6065306597126334,1.0,0.5595238095238095,0.25,0.6604060538273246
1,45,41,6,60,7,5,1,1,1,4,1,1,1,1,0.7788007830714049,0.2,0.7559523809523809,0.75,0.6157121020525743
4,120,127,7,120,19,2,1,0,0,5,1,1,1,1,0.049787068367863944,0.8,0.24404761904761907,1.0,0.4036133108844833
5,45,120,6,150,22,3,0,0,1,2,1,1,1,1,0.1353352832366127,1.0,0.2857142857142857,0.3,0.5313681283204729
5,30,95,9,180,15,5,1,0,0,5,1,1,1,1,0.22313016014842982,1.0,0.43452380952380953,0.16666666666666666,0.53076030845969
1,45,103,8,45,21,2,0,1,1,5,1,1,1,1,0.06392786120670757,0.2,0.38690476190476186,1.0,0.3601410016149311
4,45,150,7,150,15,4,1,1,1,5,1,1,1,1,0.1353352832366127,0.8,0.1071428571428571,0.3,0.3812870829842462
4,30,67,6,120,6,4,0,0,0,5,1,1,1,1,1.0,0.8,0.6011904761904762,0.25,0.6606522485803897
2,90,117,9,120,18,6,1,0,0,4,1,1,1,1,0.10539922456186433,0.4,0.3035714285714286,0.75,0.31605670721862034
5,150,72,6,150,10,0,1,0,1,4,1,1,1,1,0.36787944117144233,1.0,0.5714285714285714,1.0,0.7334802307002474
4,45,80,6,45,13,4,1,0,0,0,1,1,1,1,0.17377394345044514,0.8,0.5238095238095238,1.0,0.5038384002430463
5,30,156,7,180,14,0,1,0,1,2,1,1,1,1,0.17377394345044514,1.0,0.0714285714285714,0.16666666666666666,0.4637965137772874
2,30,136,7,150,22,4,1,0,0,3,1,1,1,1,0.10539922456186433,0.4,0.19047619047619047,0.2,0.22223591392463343
1,30,164,8,90,10,6,1,0,0,0,1,1,1,1,0.6065306597126334,0.2,0.023809523809523836,0.3333333333333333,0.22465562659282956
1,60,152,11,60,10,2,0,0,1,1,1,1,1,1,0.7788007830714049,0.2,0.09523809523809523,1.0,0.3536892298400828
4,90,137,7,90,11,3,1,0,1,0,1,1,1,1,0.36787944117144233,0.8,0.18452380952380953,1.0,0.5179233186375901
2,60,97,7,120,21,0,0,0,0,3,1,1,1,1,0.0820849986238988,0.4,0.42261904761904767,0.5,0.33984109642306454
3,180,147,7,180,18,0,1,0,0,3,1,1,1,1,0.06392786120670757,0.6,0.125,1.0,0.3320092048702435
4,45,125,9,120,16,1,1,0,0,4,1,1,1,1,0.17377394345044514,0.8,0.25595238095238093,0.375,0.4512171628161806
4,30,100,7,150,14,1,1,0,1,0,1,1,1,1,0.17377394345044514,0.8,0.40476190476190477,0.2,0.47921449418169737
1,60,166,7,90,16,3,0,0,0,1,1,1,1,1,0.10539922456186433,0.2,0.011904761904761862,0.6666666666666666,0.11630175916843016
3,30,132,10,120,12,3,0,0,0,4,1,1,1,1,0.6065306597126334,0.6,0.2142857142857143,0.25,0.42277263507096474
1,180,72,6,180,16,6,1,0,0,3,1,1,1,1,0.0820849986238988,0.2,0.5714285714285714,1.0,0.32198592162675516
1,30,112,6,30,10,3,0,0,0,4,1,1,1,1,0.36787944117144233,0.2,0.33333333333333337,1.0,0.365770299707459
2,45,161,8,150,9,5,0,0,0,2,1,1,1,1,0.7788007830714049,0.4,0.04166666666666663,0.3,0.3800930061132808
2,90,53,6,180,11,5,1,0,0,0,1,1,1,1,0.2865047968601901,0.4,0.6845238095238095,0.5,0.44724009931068814
3,45,162,10,150,10,0,1,0,1,2,1,1,1,1,1.0,0.6,0.0357142857142857,0.3,0.517804176625237
5,30,162,7,60,13,4,0,0,0,2,1,1,1,1,0.22313016014842982,1.0,0.0357142857142857,0.5,0.4198666241157653
5,45,138,6,45,17,1,0,0,1,5,1,1,1,1,0.06392786120670757,1.0,0.1785714285714286,1.0,0.47142528246806625
4,90,67,7,90,21,4,0,0,0,4,1,1,1,1,0.0820849986238988,0.8,0.6011904761904762,1.0,0.5221321503085435
2,30,52,7,180,16,0,1,0,0,0,1,1,1,1,0.10539922456186433,0.4,0.6904761904761905,0.16666666666666666,0.3499325033489294
4,90,112,9,90,17,5,1,0,0,0,1,1,1,1,0.1353352832366127,0.8,0.33333333333333337,1.0,0.4718245291587019
2,45,142,9,90,8,4,0,0,0,3,1,1,1,1,0.7788007830714049,0.4,0.15476190476190477,0.5,0.46902663505292064
1,60,65,6,120,21,4,1,0,0,2,1,1,1,1,0.10539922456186433,0.2,0.6130952380952381,0.5,0.32911364230688345
3,45,143,6,90,19,6,1,0,0,2,1,1,1,1,0.06392786120670757,0.6,0.14880952380952384,0.5,0.32230043622965127
3,30,23,6,45,10,3,1,0,0,1,1,1,1,1,0.36787944117144233,0.6,0.8630952380952381,0.6666666666666666,0.6268686412068856
1,60,122,10,180,13,3,1,0,0,4,1,1,1,1,0.4723665527410147,0.2,0.27380952380952384,0.3333333333333333,0.28280952055820596
2,30,106,8,120,10,4,0,0,0,5,1,1,1,1,0.6065306597126334,0.4,0.36904761904761907,0.25,0.4615946055513403
2,30,103,8,90,20,5,1,0,0,5,1,1,1,1,0.049787068367863944,0.4,0.38690476190476186,0.3333333333333333,0.32796048764625263
3,30,62,7,60,17,6,1,1,1,4,1,1,1,1,0.0820849986238988,0.6,0.6309523809523809,0.5,0.5187452439134431
4,30,142,6,150,10,4,0,0,0,3,1,1,1,1,0.36787944117144233,0.8,0.15476190476190477,0.2,0.44447060491564294
4,90,133,7,150,18,1,0,0,0,4,1,1,1,1,0.06392786120670757,0.8,0.20833333333333337,0.6,0.3947055648449047
4,30,131,9,30,8,2,1,1,0,2,1,1,1,1,0.7788007830714049,0.8,0.22023809523809523,1.0,0.626618714925628
1,45,100,9,90,12,6,0,0,1,5,1,1,1,1,0.4723665527410147,0.2,0.40476190476190477,0.5,0.3302610790497305
5,45,156,6,90,19,4,0,0,0,3,1,1,1,1,0.06392786120670757,1.0,0.0714285714285714,0.5,0.3956511808671879
1,45,116,8,45,6,6,0,0,1,0,1,1,1,1,0.6065306597126334,0.2,0.30952380952380953,1.0,0.38272253190831707
2,120,109,8,120,15,6,0,0,0,5,1,1,1,1,0.17377394345044514,0.4,0.35119047619047616,1.0,0.3082770712585854
5,60,97,8,90,12,1,1,0,1,4,1,1,1,1,0.36787944117144233,1.0,0.42261904761904767,0.6666666666666666,0.6199019828332109
5,60,113,7,120,13,4,1,0,1,2,1,1,1,1,0.22313016014842982,1.0,0.32738095238095233,0.5,0.5835725938481802
1,30,89,9,180,10,5,1,0,0,1,1,1,1,1,0.7788007830714049,0.2,0.47023809523809523,0.16666666666666666,0.4195586882174565
3,60,134,10,90,19,5,1,0,1,2,1,1,1,1,0.10539922456186433,0.6,0.20238095238095233,0.6666666666666666,0.34072830123753794
5,90,87,6,90,14,1,0,0,0,5,1,1,1,1,0.1353352832366127,1.0,0.4821428571428571,1.0,0.5374501488300346
2,60,144,9,90,17,0,1,0,0,3,1,1,1,1,0.1353352832366127,0.4,0.1428571428571429,0.6666666666666666,0.2419363866503232
4,45,121,10,45,15,2,1,0,1,0,1,1,1,1,0.2865047968601901,0.8,0.27976190476190477,1.0,0.522300731222102
1,150,156,8,150,18,0,1,1,0,5,1,1,1,1,0.0820849986238988,0.2,0.0714285714285714,1.0,0.15584526091090242
2,90,108,9,90,8,4,1,0,1,3,1,1,1,1,0.7788007830714049,0.4,0.3571428571428571,1.0,0.53917576996972
4,30,145,11,60,11,6,1,1,0,5,1,1,1,1,1.0,0.8,0.13690476190476186,0.5,0.6341480996735406
2,30,130,8,120,6,4,0,0,1,2,1,1,1,1,0.6065306597126334,0.4,0.22619047619047616,0.25,0.3792553550394883
1,30,143,9,120,7,2,1,1,1,5,1,1,1,1,0.6065306597126334,0.2,0.14880952380952384,0.25,0.3455539500958415
2,45,159,6,150,19,6,1,0,1,3,1,1,1,1,0.06392786120670757,0.4,0.0535714285714286,0.3,0.18079874654392014
4,90,88,6,120,7,0,1,0,1,2,1,1,1,1,0.7788007830714049,0.8,0.47619047619047616,0.75,0.6803534799769715
4,90,90,7,150,8,4,1,0,0,5,1,1,1,1,0.7788007830714049,0.8,0.4642857142857143,0.6,0.5912783118971324
5,120,116,7,180,12,2,0,1,0,0,1,1,1,1,0.2865047968601901,1.0,0.30952380952380953,0.6666666666666666,0.6044758882572348
3,45,127,10,60,11,1,1,1,0,1,1,1,1,1,0.7788007830714049,0.6,0.24404761904761907,0.75,0.5172184503787601
1,45,167,6,90,18,5,1,0,0,2,1,1,1,1,0.049787068367863944,0.2,0.005952380952380931,0.5,0.08034557090483382
5,30,104,8,180,6,0,1,1,1,5,1,1,1,1,0.6065306597126334,1.0,0.38095238095238093,0.16666666666666666,0.6582263669576177
4,30,93,6,30,9,1,1,0,0,1,1,1,1,1,0.4723665527410147,0.8,0.4464285714285714,1.0,0.5735302690273738
2,30,41,7,60,16,5,1,1,0,5,1,1,1,1,0.10539922456186433,0.4,0.7559523809523809,0.5,0.4545710563633686
4,90,139,7,90,17,2,0,0,1,2,1,1,1,1,0.0820849986238988,0.8,0.17261904761904767,1.0,0.4004721179309828
1,60,93,6,90,19,1,1,0,0,1,1,1,1,1,0.06392786120670757,0.2,0.4464285714285714,0.6666666666666666,0.26088682456696594
2,30,105,8,45,17,6,1,0,1,0,1,1,1,1,0.10539922456186433,0.4,0.375,0.6666666666666666,0.3581597761426855
5,45,139,10,90,19,4,0,1,1,3,1,1,1,1,0.10539922456186433,1.0,0.17261904761904767,0.5,0.5280733095521788
5,60,105,8,180,7,3,1,1,1,3,1,1,1,1,0.7788007830714049,1.0,0.375,0.3333333333333333,0.7628883887934143
4,60,79,7,90,22,5,0,0,0,5,1,1,1,1,0.10539922456186433,0.8,0.5297619047619048,0.6666666666666666,0.5041810080998609
3,30,165,11,150,21,5,1,0,1,2,1,1,1,1,0.0820849986238988,0.6,0.017857142857142905,0.2,0.29904243533643177
2,90,58,6,120,10,0,0,1,1,1,1,1,1,1,0.36787944117144233,0.4,0.6547619047619048,0.75,0.5067317567227793
1,30,167,6,90,18,5,0,0,0,4,1,1,1,1,0.049787068367863944,0.2,0.005952380952380931,0.3333333333333333,0.09702373373688762
1,30,35,6,150,17,3,1,0,0,2,1,1,1,1,0.06392786120670757,0.2,0.7916666666666666,0.2,0.3705773590506654
2,30,40,7,60,10,1,0,0,0,2,1,1,1,1,0.4723665527410147,0.4,0.7619047619047619,0.5,0.507470144442243
3,30,160,7,180,16,0,1,1,0,1,1,1,1,1,0.10539922456186433,0.6,0.04761904761904767,0.16666666666666666,0.24615476314608875
2,180,160,6,180,19,3,0,0,1,1,1,1,1,1,0.06392786120670757,0.4,0.04761904761904767,1.0,0.23842428845222588
4,30,115,8,180,6,3,1,1,0,1,1,1,1,1,0.6065306597126334,0.8,0.31547619047619047,0.16666666666666666,0.5310848184603867
3,30,84,9,90,21,1,1,0,1,5,1,1,1,1,0.049787068367863944,0.6,0.5,0.3333333333333333,0.4118828118567391
1,30,67,6,150,6,3,0,0,1,1,1,1,1,1,1.0,0.2,0.6011904761904762,0.2,0.514071836492606
3,90,133,6,180,22,6,0,0,0,4,1,1,1,1,0.1353352832366127,0.6,0.20833333333333337,0.5,0.32512480114837716
4,30,150,7,150,10,5,0,0,1,1,1,1,1,1,0.4723665527410147,0.8,0.1071428571428571,0.2,0.4681592788646877
5,30,128,8,90,12,3,1,1,0,0,1,1,1,1,0.36787944117144233,1.0,0.23809523809523814,0.3333333333333333,0.5594389389696102
4,150,129,6,180,6,5,1,0,1,4,1,1,1,1,1.0,0.8,0.2321428571428571,0.8333333333333334,0.6959370248248864
2,30,118,7,90,10,2,0,1,1,4,1,1,1,1,0.4723665527410147,0.4,0.29761904761904767,0.3333333333333333,0.42027117331661457
1,150,132,9,150,19,0,1,0,0,3,1,1,1,1,0.0820849986238988,0.2,0.2142857142857143,1.0,0.2061736935344518
5,30,136,8,150,7,1,0,0,1,1,1,1,1,1,0.7788007830714049,1.0,0.19047619047619047,0.2,0.6220973934034646
4,45,150,7,120,21,5,1,1,1,0,1,1,1,1,0.0820849986238988,0.8,0.1071428571428571,0.375,0.4208267119915561
2,30,164,8,120,11,3,0,0,0,1,1,1,1,1,0.4723665527410147,0.4,0.023809523809523836,0.25,0.2527366309387455
5,60,159,11,120,15,4,0,0,1,5,1,1,1,1,0.36787944117144233,1.0,0.0535714285714286,0.5,0.5154030659592646
3,30,64,8,120,6,3,1,0,1,0,1,1,1,1,0.6065306597126334,0.6,0.6190476190476191,0.25,0.536109706157491
3,30,47,7,150,11,6,1,1,0,4,1,1,1,1,0.36787944117144233,0.6,0.7202380952380952,0.2,0.5464735209260743
1,30,79,8,150,7,3,0,0,1,0,1,1,1,1,0.7788007830714049,0.2,0.5297619047619048,0.2,0.4826288997154838
1,90,69,6,120,7,3,1,0,1,5,1,1,1,1,0.7788007830714049,0.2,0.5892857142857143,0.75,0.5421394695187284
4,45,108,6,120,13,1,0,1,0,1,1,1,1,1,0.17377394345044514,0.8,0.3571428571428571,0.375,0.5013761285088992
4,30,50,6,60,12,1,1,0,1,0,1,1,1,1,0.22313016014842982,0.8,0.7023809523809523,0.5,0.5808835566773137
5,60,52,7,120,12,5,0,0,1,4,1,1,1,1,0.2865047968601901,1.0,0.6904761904761905,0.5,0.6813403742759766
1,45,78,6,60,18,2,0,0,0,2,1,1,1,1,0.049787068367863944,0.2,0.5357142857142857,0.75,0.2861236947584028
4,90,167,7,120,12,6,0,0,1,5,1,1,1,1,0.2865047968601901,0.8,0.005952380952380931,0.75,0.4071740794945147
5,45,140,11,150,14,3,1,0,0,0,1,1,1,1,0.4723665527410147,1.0,0.16666666666666663,0.3,0.5260558433163044
5,30,45,7,180,15,1,1,0,1,3,1,1,1,1,0.1353352832366127,1.0,0.7321428571428572,0.16666666666666666,0.6723048743516897
1,45,63,7,90,15,1,1,0,0,1,1,1,1,1,0.1353352832366127,0.2,0.625,0.5,0.307838316764586
3,45,150,11,90,16,6,1,0,1,4,1,1,1,1,0.2865047968601901,0.6,0.1071428571428571,0.5,0.35361682776172354
4,60,150,11,90,22,3,0,0,1,5,1,1,1,1,0.06392786120670757,0.8,0.1071428571428571,0.6666666666666666,0.381818983759096
3,120,105,8,150,16,0,0,0,1,1,1,1,1,1,0.1353352832366127,0.6,0.375,0.8,0.4193820493263681
2,30,139,9,120,10,6,0,0,0,2,1,1,1,1,0.7788007830714049,0.4,0.17261904761904767,0.25,0.36832804542636105
2,45,60,6,180,8,1,0,0,0,0,1,1,1,1,0.6065306597126334,0.4,0.6428571428571428,0.25,0.5189486665932438
4,30,162,10,150,12,3,1,0,0,4,1,1,1,1,0.6065306597126334,0.8,0.0357142857142857,0.2,0.45229727177432266
5,45,122,10,45,10,0,0,1,0,5,1,1,1,1,1.0,1.0,0.27380952380952384,1.0,0.8144329421182394
3,45,81,7,120,16,0,1,0,1,2,1,1,1,1,0.10539922456186433,0.6,0.5178571428571428,0.375,0.4415627846938032
2,45,65,6,60,22,3,1,0,1,4,1,1,1,1,0.1353352832366127,0.4,0.6130952380952381,0.75,0.4388633591571321
4,45,105,6,120,18,3,0,0,0,5,1,1,1,1,0.049787068367863944,0.8,0.375,0.375,0.4164975679014767
5,30,146,9,150,6,4,1,0,1,1,1,1,1,1,0.4723665527410147,1.0,0.13095238095238093,0.2,0.5419566951211732
2,120,105,6,180,11,5,0,0,1,2,1,1,1,1,0.2865047968601901,0.4,0.375,0.6666666666666666,0.45007937965784844
4,30,157,12,30,7,4,1,0,1,5,1,1,1,1,0.2865047968601901,0.8,0.06547619047619047,1.0,0.4259747926238288
1,45,133,9,90,19,0,0,1,1,0,1,1,1,1,0.0820849986238988,0.2,0.20833333333333337,0.5,0.21042306242050038
5,30,166,11,45,7,1,0,1,0,0,1,1,1,1,0.36787944117144233,1.0,0.011904761904761862,0.6666666666666666,0.5063357400288987
1,120,82,7,150,13,6,1,0,0,5,1,1,1,1,0.22313016014842982,0.2,0.5119047619047619,0.8,0.30664268507975984
4,60,133,7,90,18,1,1,0,1,1,1,1,1,1,0.06392786120670757,0.8,0.20833333333333337,0.6666666666666666,0.4615379762540015
2,60,114,9,60,8,0,0,0,0,5,1,1,1,1,0.7788007830714049,0.4,0.3214285714285714,1.0,0.4655773268848157
2,90,112,6,150,7,6,0,0,0,4,1,1,1,1,0.7788007830714049,0.4,0.33333333333333337,0.6,0.4633906753588833
1,60,75,6,90,19,1,0,0,1,2,1,1,1,1,0.06392786120670757,0.2,0.5535714285714286,0.6666666666666666,0.3845359411530265
4,45,88,8,120,16,6,1,1,0,4,1,1,1,1,0.1353352832366127,0.8,0.47619047619047616,0.375,0.5055831168369266
4,90,132,7,90,7,4,1,0,0,3,1,1,1,1,1.0,0.8,0.2142857142857143,1.0,0.6663154319762896
2,90,95,8,120,18,5,1,1,1,0,1,1,1,1,0.0820849986238988,0.4,0.43452380952380953,0.75,0.3127350915744715
4,30,162,11,30,16,6,1,0,0,0,1,1,1,1,0.2865047968601901,0.8,0.0357142857142857,1.0,0.37626538219125516
1,45,85,6,150,18,6,0,0,0,0,1,1,1,1,0.049787068367863944,0.2,0.49404761904761907,0.3,0.2721951907065454
1,120,126,9,120,21,6,1,1,1,2,1,1,1,1,0.049787068367863944,0.2,0.25,1.0,0.2587297936881538
1,30,156,8,45,12,5,1,0,0,1,1,1,1,1,0.36787944117144233,0.2,0.0714285714285714,0.6666666666666666,0.22582831075811052
1,120,97,8,120,17,6,1,0,0,1,1,1,1,1,0.10539922456186433,0.2,0.42261904761904767,1.0,0.2622989407346076
3,30,104,8,30,11,1,0,0,1,0,1,1,1,1,0.4723665527410147,0.6,0.38095238095238093,1.0,0.5043298818821849
2,150,134,8,150,13,1,0,0,1,0,1,1,1,1,0.2865047968601901,0.4,0.20238095238095233,1.0,0.30529014740874244
4,30,105,6,150,12,6,1,1,1,3,1,1,1,1,0.22313016014842982,0.8,0.375,0.2,0.5036249334381423
5,120,112,7,180,15,5,0,0,0,2,1,1,1,1,0.1353352832366127,1.0,0.33333333333333337,0.6666666666666666,0.5318430826845264
4,30,121,6,60,15,0,0,1,1,2,1,1,1,1,0.10539922456186433,0.8,0.27976190476190477,0.5,0.4523738556229474
5,30,89,9,30,12,5,1,0,1,3,1,1,1,1,0.4723665527410147,1.0,0.47023809523809523,1.0,0.6820064449881296
1,60,97,8,180,11,3,0,0,0,0,1,1,1,1,0.4723665527410147,0.2,0.42261904761904767,0.3333333333333333,0.3236680910534604
3,150,62,6,180,16,2,0,0,0,3,1,1,1,1,0.0820849986238988,0.6,0.6309523809523809,0.8333333333333334,0.45125812212361505
1,30,25,6,90,7,3,0,0,0,5,1,1,1,1,0.7788007830714049,0.2,0.8511904761904762,0.3333333333333333,0.5511379510328129
2,45,124,7,150,22,6,0,0,0,3,1,1,1,1,0.10539922456186433,0.4,0.26190476190476186,0.3,0.23186482064083722
1,90,111,7,150,18,0,0,0,0,0,1,1,1,1,0.06392786120670757,0.2,0.3392857142857143,0.6,0.23864441748736062
2,45,101,7,90,11,0,1,0,0,4,1,1,1,1,0.36787944117144233,0.4,0.39880952380952384,0.5,0.37987134215199325
5,30,103,9,120,6,5,1,0,1,0,1,1,1,1,0.4723665527410147,1.0,0.38690476190476186,0.25,0.6213118683607949
4,45,40,6,45,16,0,1,0,1,1,1,1,1,1,0.0820849986238988,0.8,0.7619047619047619,1.0,0.6003690183344506
3,60,134,9,150,16,3,0,0,0,1,1,1,1,1,0.17377394345044514,0.6,0.20238095238095233,0.4,0.30984540221672685
2,45,58,6,90,6,4,1,0,1,1,1,1,1,1,1.0,0.4,0.6547619047619048,0.5,0.660791553432735
4,90,99,7,180,10,1,0,0,0,2,1,1,1,1,0.4723665527410147,0.8,0.4107142857142857,0.5,0.5167656662650897
4,30,84,8,120,11,2,1,1,0,5,1,1,1,1,0.4723665527410147,0.8,0.5,0.25,0.5699220736216387
4,90,68,6,90,11,4,1,1,0,3,1,1,1,1,0.2865047968601901,0.8,0.5952380952380952,1.0,0.6320401502100588
1,30,104,7,30,13,2,1,1,0,3,1,1,1,1,0.22313016014842982,0.2,0.38095238095238093,1.0,0.31187373089146564
2,60,164,9,180,18,6,1,1,1,5,1,1,1,1,0.10539922456186433,0.4,0.023809523809523836,0.3333333333333333,0.24394582138404222
3,45,95,9,60,18,3,1,0,0,4,1,1,1,1,0.10539922456186433,0.6,0.43452380952380953,0.75,0.3531452179486243
4,30,90,7,45,8,6,0,0,0,2,1,1,1,1,0.7788007830714049,0.8,0.4642857142857143,0.6666666666666666,0.6435273549213743
1,90,109,7,180,16,2,1,1,0,0,1,1,1,1,0.10539922456186433,0.2,0.35119047619047616,0.5,0.18149223649438695
5,45,148,11,90,14,3,0,0,1,2,1,1,1,1,0.4723665527410147,1.0,0.11904761904761907,0.5,0.5245402905331631
3,60,148,8,90,18,1,0,1,0,4,1,1,1,1,0.0820849986238988,0.6,0.11904761904761907,0.6666666666666666,0.32841096206508175
4,90,135,10,120,16,4,0,1,0,5,1,1,1,1,0.22313016014842982,0.8,0.1964285714285714,0.75,0.47200275199585273
1,30,114,7,120,8,2,1,0,1,2,1,1,1,1,0.7788007830714049,0.2,0.3214285714285714,0.25,0.40292479022224487
3,90,140,10,150,8,0,0,0,0,5,1,1,1,1,0.6065306597126334,0.6,0.16666666666666663,0.6,0.46213279080144204
2,120,98,8,180,7,4,0,0,0,5,1,1,1,1,0.7788007830714049,0.4,0.41666666666666663,0.6666666666666666,0.5223399160438871
2,30,167,10,90,11,2,0,1,1,2,1,1,1,1,0.7788007830714049,0.4,0.005952380952380931,0.3333333333333333,0.40877356210355614
5,30,131,9,45,16,0,0,1,1,4,1,1,1,1,0.17377394345044514,1.0,0.22023809523809523,0.6666666666666666,0.544131646314504
5,45,139,8,180,9,5,0,0,0,3,1,1,1,1,0.7788007830714049,1.0,0.17261904761904767,0.25,0.5762185492210297
3,45,140,6,180,16,0,0,0,0,3,1,1,1,1,0.0820849986238988,0.6,0.16666666666666663,0.25,0.24207388047573425
2,45,85,7,60,18,3,0,1,0,0,1,1,1,1,0.06392786120670757,0.4,0.49404761904761907,0.75,0.37787533342973906
2,90,164,7,90,14,6,1,0,1,5,1,1,1,1,0.17377394345044514,0.4,0.023809523809523836,1.0,0.23790343055725122
3,90,121,9,90,6,6,1,0,0,3,1,1,1,1,0.4723665527410147,0.6,0.27976190476190477,1.0,0.4616563436146933
3,30,105,8,90,15,6,1,0,0,1,1,1,1,1,0.17377394345044514,0.6,0.375,0.3333333333333333,0.39467120539725026
4,30,95,6,45,15,2,0,0,1,4,1,1,1,1,0.10539922456186433,0.8,0.43452380952380953,0.6666666666666666,0.5024046361317763
3,45,149,8,120,11,2,1,0,0,0,1,1,1,1,0.4723665527410147,0.6,0.11309523809523814,0.375,0.3509794166818861
5,90,121,8,120,22,6,0,0,0,4,1,1,1,1,0.0820849986238988,1.0,0.27976190476190477,0.75,0.44641303091982765
3,120,151,7,150,9,0,0,1,0,2,1,1,1,1,0.6065306597126334,0.6,0.10119047619047616,0.8,0.4302673130714539
4,30,65,6,45,14,6,1,0,0,1,1,1,1,1,0.1353352832366127,0.8,0.6130952380952381,0.6666666666666666,0.5886278279900719
4,45,131,10,180,20,6,1,1,0,4,1,1,1,1,0.0820849986238988,0.8,0.22023809523809523,0.25,0.4032441312689599
4,60,54,7,90,8,4,1,0,0,4,1,1,1,1,0.7788007830714049,0.8,0.6785714285714286,0.6666666666666666,0.6746978414336138
3,45,158,8,150,19,4,0,1,0,5,1,1,1,1,0.06392786120670757,0.6,0.059523809523809534,0.3,0.26784778962573347
4,180,139,7,180,19,2,0,1,0,3,1,1,1,1,0.049787068367863944,0.8,0.17261904761904767,1.0,0.42331094362561067
1,60,55,7,60,6,1,1,0,1,5,1,1,1,1,0.7788007830714049,0.2,0.6726190476190477,1.0,0.5538997104561564
4,150,164,7,150,17,6,0,1,0,4,1,1,1,1,0.0820849986238988,0.8,0.023809523809523836,1.0,0.35917552486472504
4,60,119,9,180,16,4,0,1,0,0,1,1,1,1,0.17377394345044514,0.8,0.29166666666666663,0.3333333333333333,0.46860697777806615
5,30,90,6,60,10,1,1,1,1,5,1,1,1,1,0.36787944117144233,1.0,0.4642857142857143,0.5,0.6552186185829816
3,90,48,6,120,18,2,1,0,0,5,1,1,1,1,0.049787068367863944,0.6,0.7142857142857143,0.75,0.4588211733814118
1,45,153,10,150,20,1,0,1,0,2,1,1,1,1,0.0820849986238988,0.2,0.0892857142857143,0.3,0.13320713845936308
2,45,97,7,90,11,6,0,0,1,2,1,1,1,1,0.36787944117144233,0.4,0.42261904761904767,0.5,0.39454410134712686
4,90,118,9,120,17,5,0,1,0,2,1,1,1,1,0.1353352832366127,0.8,0.29761904761904767,0.75,0.4821664671331165
3,90,149,9,150,11,0,0,0,0,5,1,1,1,1,0.6065306597126334,0.6,0.11309523809523814,0.6,0.3710224393134521
1,90,119,7,180,10,3,0,1,0,2,1,1,1,1,0.4723665527410147,0.2,0.29166666666666663,0.5,0.3746802083777501
